Name,SMILES
Glecaprevir,[H][C@@]12CN(C(=O)[C@@]([H])(NC(=O)O[C@]3([H])CCC[C@@]3([H])OC\C=C\C(F)(F)C3=NC4=C(C=CC=C4)N=C3O1)C(C)(C)C)[C@@]([H])(C2)C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1
Gleptoferron,[Fe+].OO.[H]C(O)(CO[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)C([H])(O)C([H])(O)C([H])(O)C([H])(O)C([O-])=O
Glesatinib,COCCNCC1=CC=C(N=C1)C1=CC2=NC=CC(OC3=CC=C(NC(=S)NC(=O)CC4=CC=C(F)C=C4)C=C3F)=C2S1
Glibornuride,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C
Gliclazide,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Gliquidone,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
Glisoxepide,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
GLPG-0187,COC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CNC1=C(C)C(=NC(C)=N1)N1CCC(CC1)C1=CC=C2CCCNC2=N1)C(O)=O
GLPG-0259,CC(C)N1C[C@@H]2C[C@H]1CN2C1=CC=C(NC2=NC=C(N3N=CN=C23)C2=COC(=C2)C(N)=O)C=C1
GLPG-0492,CN1C(=O)N(C(=O)[C@@]1(CO)C1=CC=CC=C1)C1=CC=C(C#N)C(=C1)C(F)(F)F
GLPG-0974,C[C@@]1(CCN1C(=O)C1=CSC2=C1C=CC=C2)C(=O)N(CCCC(O)=O)CC1=CC=CC(Cl)=C1
GLPG-1205,O=C1N=C(OC[C@@H]2COCCO2)C=C2N1CCC1=CC(=CC=C21)C#CC1CC1
Glucaric acid,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
Gluco-Phenylimidazole,[H][C@]1(CO)N2C=C(N=C2[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)C1=CC=CC=C1
Gluconic Acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Gluconolactone,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
Glucoraphanin,C[S+]([O-])CCCC\C(S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=N/OS(O)(=O)=O
Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Glucosamine 1-Phosphate,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(O)=O
Glucosamine 4-Phosphate,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O
Glucosamine 6-Phosphate,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
Glucosaminyl-(Alpha-6)-D-Myo-Inositol,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
Glucose-6-Phosphate,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O
Glufosfamide,OC[C@H]1O[C@@H](OP(=O)(NCCCl)NCCCl)[C@H](O)[C@@H](O)[C@@H]1O
Glumetinib,CN1C=C(C=N1)C1=CN2C(C=C1)=NC=C2S(=O)(=O)N1N=CC2=NC=C(C=C12)C1=CN(C)N=C1
Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
Glutamine hydroxamate,N[C@@H](CCC(=O)NO)C(O)=O
Glutamine t-butyl ester,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O
Glutamyl Group,[NH3+][C@@H](CCC=O)C(O)=O
Glutaral,O=CCCCC=O
Glutaric Acid,OC(=O)CCCC(O)=O
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
Glutathione disulfide,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
Glutathione S-atrazine,CCNC1=NC(SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)=NC(NC(C)C)=N1
GLUTATHIONE SULFINATE,N[C@@H](CCC(=O)N[C@@H](C[S@](O)=O)C(=O)NCC(O)=O)C(O)=O
Glutathione sulfonic acid,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CS(O)(=O)=O)C(=O)N([H])CC(O)=O)C(O)=O
Glutathionylspermidine,NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O
Glutathionylspermidine disulfide,[H]N([H])CCCCN([H])CCCN([H])C(=O)CN([H])C(=O)[C@H](CSSC[C@H](N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O)C(=O)N([H])CC(=O)N([H])CCCN([H])CCCCN([H])[H])N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O
Glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
Glyceraldehyde-3-Phosphate,O[C@H](COP(O)(O)=O)C=O
Glycerin,OCC(O)CO
Glycerol 2-phosphate,OCC(CO)OP(O)(O)=O
Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
Glyceryl 1-oleate,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OCC(O)CO
Glyceryl monostearate,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
Glyceryl stearate SE,[Na+].[K+].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC(=O)OC(CO)CO.[H][C@](O)(CO)COC(=O)CCCCCCCCCCCCCCCCC.[H][C@@](O)(CO)COC(=O)CCCCCCCCCCCCCCCCC
Glyceryl Trierucate,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC
Glyceryl Trioleate,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC
Glycinamide,NCC(N)=O
Glycinamide Ribonucleotide,NCC(=O)NC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Glycine,NCC(O)=O
Glycine betaine,C[N+](C)(C)CC([O-])=O
Glycochenodeoxycholic Acid,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O
Glycocyamine,NC(N)=NCC(O)=O
Glycol salicylate,OCCOC(=O)C1=CC=CC=C1O
Glycolic acid,OCC(O)=O
Glycopyrronium,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
Glycovir,CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC
Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,[H][C@](C)(N=C([O-])CCCC[C@]([H])(N=C(O)CN)C(O)=O)P(O)(O)=O
Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanine,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(O)=O)C(O)=O
GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE,[H][C@@](C)(NC(=O)CN)C(=O)N1CCC[C@@]1([H])C(=O)NC1=CC=C2C=CC=CC2=C1
Glycylglutamine,NCC(=O)N[C@@H](CCC(N)=O)C(O)=O
Glycyltyrosine,NCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
Glycyrrhizic acid,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
Glymidine,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1
Glyoxylic acid,OC(=O)C=O
Glyphosate,OC(=O)C[NH2+]CP(O)(O)=O
Glypromate,[H]N([H])CC(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O
GO-203-2C,[H][C@](CCCNC(N)=N)(N=C(C)O)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]1([H])CSSC[C@@]([H])(N=C(O)[C@@]([H])(CCC(O)=N)N=C1O)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCNC(N)=N)C(O)=N[C@]([H])(CCCCN)C(O)=N[C@]([H])(CC(O)=N)C(O)=O
Gold,[Au]
Gold Au-198,[198Au]
Gold cation (1+),[Au+]
Gold sodium thiosulfate,[Na+].[Na+].[Na+].O=S1(=O)O[Au]2(OS(=O)(=O)S2)S1
Golotimod,N[C@H](CCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O)C(O)=O
Golvatinib,CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=CC(OC2=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C(F)=C2)=CC=N1
Gonadorelin,CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
Gondoic acid,CCCCCCCC\C=C/CCCCCCCCCC(O)=O
Goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
Gosogliptin,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1
Gossypol,CC(C)C1=C2C=C(C)C(=C(O)C2=C(C=O)C(O)=C1O)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C
Gpi-1046,[H][C@]1(CCCN1C(=O)C(=O)C(C)(C)CC)C(=O)OCCCC1=CN=CC=C1
GPI-1485,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(O)=O
GPX-150,COC1=C2C(=N)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(=O)CO)C(O)=C3C(=O)C2=CC=C1
Gramicidin D,CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCCO
Granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
Granotapide,CCOC(=O)C(COC(=O)CC1=CC=C(NC(=O)C2=CC=CC=C2C2=CC=C(C=C2)C(F)(F)F)C(=C1)C(=O)N(C)C)(C(=O)OCC)C1=CC=CC=C1
Grapiprant,CCC1=NC2=C(C)N=C(C)C=C2N1C1=CC=C(CCNC(=O)NS(=O)(=O)C2=CC=C(C)C=C2)C=C1
Grazoprevir,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1
Grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
GS 0573,NC1=NC(N)=C2N=CN(CCOCP(O)(O)=O)C2=N1
GS-441524,NC1=NC=NN2C1=CC=C2[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N
GS-6620,CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(C2=CC=C3N2N=CN=C3N)[C@](C)(O)[C@@H]1OC(=O)C(C)C)OC1=CC=CC=C1
GS-9191,CC(C)COC(=O)[C@H](CC1=CC=CC=C1)NP(=O)(COCCN1C=NC2=C1N=C(N)N=C2NC1CC1)N[C@@H](CC1=CC=CC=C1)C(=O)OCC(C)C
GS-9256,COC1=C(Cl)C2=NC(=CC(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCCC[C@@H]3C[C@]3(NC4=O)P(O)(=O)CC3=C(F)C=CC=C3F)NC(=O)OC3CCCC3)=C2C=C1)C1=CSC(NC(C)C)=N1
GSI-136,CCC(CC)[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1
GSK-1004723,ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1
GSK-1059615,O=C1NC(=O)\C(S1)=C\C1=CC=C2N=CC=C(C3=CC=NC=C3)C2=C1
GSK-1292263,CC(C)C1=NOC(=N1)N1CCC(COC2=CC=C(N=C2)C2=CC=C(C=C2)S(C)(=O)=O)CC1
GSK-1521498,FC1=CC(=CC(F)=C1CNC1CC2=CC=CC=C2C1)C1=CC=CC(=C1)C1=NNC=N1
GSK-2018682,CC(C)OC1=C(Cl)C=C(C=N1)C1=NC(=NO1)C1=C2C=CN(CCCC(O)=O)C2=CC=C1
GSK-2330672,CCCC[C@]1(CC)CS(=O)(=O)C2=CC(CNC(CC(O)=O)CC(O)=O)=C(OC)C=C2[C@H](N1)C1=CC=CC=C1
GSK-239512,O=C1CCCN1C1=CC=C(OC2=CC3=C(CCN(CC3)C3CCC3)C=C2)N=C1
GSK-256066,COC1=CC=CC(NC2=C(C=NC3=C(C)C=C(C=C23)S(=O)(=O)C2=CC(=CC=C2)C(=O)N(C)C)C(N)=O)=C1
GSK-2636771,CC1=NC2=C(C=C(C=C2N1CC1=C(C)C(=CC=C1)C(F)(F)F)N1CCOCC1)C(O)=O
GSK-2981278,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C1=CC(CO)=C(OCC2CCOCC2)C=C1
GSK-3117391,ONC(=O)CCC1=NC=C(CN[C@@H](C2CCCCC2)C(=O)OC2CCCC2)C=C1
GSK-356278,CCN1N=CC2=C(NC3CCOCC3)C(=CN=C12)C1=NN=C(CC2=C(C)N=C(C)S2)O1
GSK-364735,CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12
GSK-376501,COCCOC1=CC(OCCOC)=CC(CN2C3=CC=CC=C3C(=C2C(O)=O)C2=CC=C(C=C2)C(C)(C)C)=C1
GSK-424887,C[C@H](N(C)C(=O)CC1(CCN(C)CC1)C1=CC=C(F)C=C1)C1=C2C=CC=CC2=CC(Cl)=C1
GSK-690693,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1
GSK-945237,FC1=C2[C@H](CN3CCC(CC3)NCC3=NN=C4OCCOC4=C3)CN3C2=C(C=C1)C=CC3=O
GSK2245035,CCC[C@H](C)OC1=NC(N)=C2NC(=O)N(CCCCCN3CCCCC3)C2=N1
GSK2256098,CONC(=O)C1=CC=CC=C1NC1=CC(NC2=CC(C)=NN2C(C)C)=NC=C1Cl
GSK232802,CC1(C)CC(CC(C)(C)C1)=C(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(O)=O
GSK2798745,CC(C)(O)C1=NC=C(N=C1)N1C[C@@]2(CCC[C@](C)(CN3C=NC4=C3C=C(C=C4)C#N)C2)OC1=O
GTS-21,[H]\C(=C1\CCCN=C1C1=CN=CC=C1)C1=C(OC)C=C(OC)C=C1
GTX-758,OC1=CC=C(C=C1)N(C(=O)C1=CC=C(O)C(F)=C1)C1=CC=C(F)C=C1
Guacetisal,COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O
Guadecitabine,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)O[C@H]2C[C@@H](O[C@@H]2CO)N2C=NC(N)=NC2=O)O1
Guaiacol,COC1=C(O)C=CC=C1
Guaiazulen,CC(C)C1=CC2=C(C)C=CC2=C(C)C=C1
Guaifenesin,COC1=CC=CC=C1OCC(O)CO
Guanabenz,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1
Guanazodine,NC(=N)NCC1CCCCCCN1
Guanethidine,NC(N)=NCCN1CCCCCCC1
Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
Guanidine,NC(N)=N
Guanidine-3-propanol,[H]N([H])C(N([H])[H])=[N+]([H])CCCO
Guanidinoethylmercaptosuccinic acid,[H]N([H])C(=NCCS[C@@H](CC(O)=O)C(O)=O)N([H])[H]
Guanine,NC1=NC(=O)C2=C(N1)N=CN2
Guanoclor,NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl
Guanosine,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
Guanosine 3'-monophosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1
Guanosine 5'-diphosphate 2':3'-cyclic monophosphate,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@]2([H])O[P@](O)(=O)O[C@@]12[H]
Guanosine tetraphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(=O)OP(O)(O)=O)[C@H]2O)C(=O)N1
Guanosine-2'-monophosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(O)(O)=O)C(=O)N1
"Guanosine-2',3'-cyclophosphorothioate",[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)[C@@]2([H])O[P@](O)(=S)O[C@@]12[H]
"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(O)(O)=O)O[C@@H]12
"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](O[C@@H]12)P(O)(O)=O
Guanosine-3'-monophosphate-5'-diphosphate,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
Guanosine-5'-Diphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Guanosine-5'-Diphosphate-Rhamnose,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2NC(N)=NC3=O)[C@@H](O)[C@@H](O)[C@@H]1O
Guanosine-5'-Monophosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Guanosine-5'-Triphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Guanoxabenz,ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl
Guanoxan,NC(=N)NCC1COC2=C(O1)C=CC=C2
Gusacitinib,OC1CCN(CC1)C1=CC=C(NC2=C3C(=O)NN=CC3=NC(=N2)N2CCC(CC#N)CC2)C=C1
Gusperimus,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N
Guvacine,OC(=O)C1=CCCNC1
GW-274150,CC(=N)NCCSCC[C@H](N)C(O)=O
GW-3965,OC(=O)CC1=CC=CC(OCCCN(CC(C2=CC=CC=C2)C2=CC=CC=C2)CC2=CC=CC(=C2Cl)C(F)(F)F)=C1
GW-406381,CCOC1=CC=C(C=C1)C1=NN2N=CC=CC2=C1C1=CC=C(C=C1)S(C)(=O)=O
GW-468816,OC(=O)[C@H]1C\C(=C2\CCN(C2=O)C2=CC=CC=C2)C2=CC=C(Cl)C=C2N1
GW-493838,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12
GW-559090,CC(C)C[C@H](NC(=O)COC1=CC=CC=C1C)C(=O)N[C@@H](CC1=CC=C(OC(=O)N2CCC(CC2)C(N)=O)C=C1)C(O)=O
GW-590735,CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(=O)NCC1=CC=C(OC(C)(C)C(O)=O)C=C1
GW-813893,C[C@H](N1CC[C@H](NS(=O)(=O)\C=C\C2=CC=C(Cl)S2)C1=O)C(=O)N1CCOCC1
GW-870086,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1C(C)(C)C1(C)C)C(=O)OCC#N
GW810781,O\C(=C/C(=O)C1=CC=C(CC2=CC=C(F)C=C2)O1)C1=NNC=N1
GW842166,FC(F)(F)C1=NC(NC2=C(Cl)C=C(Cl)C=C2)=NC=C1C(=O)NCC1CCOCC1
GZ-389988,COC1=CC=C(COC2=CC=C(CN3C(N)=NC4=C3N=CC(=C4)C3=CN(C)N=C3)C=C2OC)C=C1
H TYPE II TRISACCHARIDE,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O
H-89,BrC1=CC=C(\C=C\CNCCNS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C=C1
H3B-6527,CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C(NC(=O)C=C)=C1
H3B-8800,C[C@H](\C=C\C=C(/C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C)CC2)\C=C\[C@@H]1C)C1=CC=CC=N1
Hadacidin,ON(CC(O)=O)C=O
Halazepam,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
Halcinonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Haletazole,CCN(CC)CCOC1=CC=C(C=C1)C1=NC2=CC(Cl)=CC=C2S1
Halicin,NC1=NN=C(SC2=NC=C(S2)[N+]([O-])=O)S1
Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
Halofuginone,[H][C@]1(O)CCCN[C@]1([H])CC(=O)CN1C=NC2=C(C=C(Cl)C(Br)=C2)C1=O
Halometasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Haloprogin,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
Halothane,[H]C(Cl)(Br)C(F)(F)F
Haloxazolam,FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1
Haloxon,CC1=C(Cl)C(=O)OC2=C1C=CC(OP(=O)(OCCCl)OCCCl)=C2
Haloxyfop-P,C[C@@H](OC1=CC=C(OC2=C(Cl)C=C(C=N2)C(F)(F)F)C=C1)C(O)=O
Harmaline,COC1=CC2=C(C=C1)C1=C(N2)C(C)=NCC1
Harmine,COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1
HCV-086,CNC(=O)C1=C(OC2=CC(NS(C)(=O)=O)=C(OC(C)C)C=C12)C1=CC=C(F)C=C1
HE-2200,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C=C2C[C@@H](O)CC[C@]12C
HE3286,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C=C2C[C@@H](O)CC[C@]12C
Helium,[He]
Helium He-3,[3He]
Hematin,[OH-].[Fe+3].CC1=C2[N-]C(\C=C3/N=C(/C=C4\[N-]\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O
Heme D,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7N8C(C=C1N2[Fe]68N34)=C([O-])[C@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O
