"",molecularweight,xlogp,hydrogenbonddonorcount,hydrogenbondacceptorcount,polarsurfacearea,formalcharge,numrings,rotatablebondcount,refractivity,logpsolubility,ro5,ghose,veber,blood,skin,brain,testis,adipose tissue,muscle,nerve,blood vessel,heart,lung,esophagus,kidney,thyroid,uterus,pancreas,vagina,stomach,adrenal gland,colon,prostate,spleen,liver,ovary,breast,bladder,small intestine,salivary gland,lossfreq,maxbtwn,maxdegree,ntargets,wqed,result
77,Ponatinib,532.219844131,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,4.494,3.154,4.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,4.4860000000000015,0.0,0.0,0.0,0.53921568627451,1917483.80520523,804,14,0.6779999999999999,failed
78,Ponatinib,532.219844131,4.965714124,1,5,65.77,0,5,7,152.6289,0.00295,1,1,1,4.494,3.154,4.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,4.4860000000000015,0.0,0.0,0.0,0.53921568627451,1917483.80520523,804,14,0.6779999999999999,failed
79,Remifentanil,376.199822016,1.51527884,0,4,76.15,0,2,9,100.5615,0.591,0,0,1,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,11098.772774318999,40,3,0.384,passed
80,Risperidone,410.21180433300003,2.62762108433333,0,4,61.94,0,5,4,114.5492,0.171,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,14,0.552,passed
81,Aripiprazole,447.14803253699995,4.90124365933333,1,4,44.81,0,4,7,124.3364,0.00777,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,25,0.40700000000000003,passed
83,Desmopressin,1068.426954962,-6.128255121522679,14,15,435.41,0,4,19,279.7799,0.11,1,1,1,0.0,0.0,4.498,0.0,0.0,0.0,0.0,0.0,0.0,4.373,0.0,4.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512820512820513,4692.72802745848,22,3,0.965,passed
85,Pravastatin,424.246103506,1.6470916203333301,4,6,124.29,0,2,11,113.5979,0.242,0,0,1,4.548,0.0,4.976,4.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.674,0.0,0.0,0.0,0.0,0.0,0.36734693877551006,1690.25449350547,10,1,0.623,passed
86,Ramipril,416.23112214400004,1.4738114378387799,2,5,95.94,0,3,10,111.1868,0.039,0,0,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,370.08476391070997,8,1,0.446,passed
87,Masoprocol,302.15180919200003,4.7585227439999995,4,4,80.92,0,2,5,86.619,0.0136,0,0,1,3.293,0.0,4.548,0.0,0.0,0.0,0.0,0.0,0.0,3.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458937198067633,23283.5032271073,10,1,0.36200000000000004,passed
88,Baclofen,213.05565634,-0.782400260123024,2,3,63.32,0,1,4,54.8292,0.7120000000000001,0,1,1,0.0,0.0,4.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35526315789473706,16064.283465492099,32,2,0.314,passed
90,Nicotine,162.115698458,1.16253469266667,0,2,16.13,0,2,1,49.655,93.3,0,0,0,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157889,26475.979399585,12,11,0.391,passed
92,Esmolol,295.178358293,1.822430183,2,4,67.79,0,1,10,81.0532,0.14400000000000002,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,7444.691403305891,28,2,0.435,passed
94,Indecainide,308.18886339999995,3.26237588033333,2,2,55.12,0,3,6,94.0462000000001,0.0008960000000000001,0,0,1,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.452054794520548,8902.61659339364,28,2,0.435,passed
95,Betaxolol,307.214743799,2.5392343873333303,2,4,50.72,0,2,11,88.6396,0.0298,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,2,0.38299999999999995,passed
97,Caffeine,194.08037558400002,-0.545645591666667,0,3,58.44,0,2,0,49.8312,11.0,0,1,1,0.0,0.0,4.961,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,39087.9302696418,32,2,0.435,passed
98,Succinylcholine,290.220557458,-8.39407904361016,0,2,52.6,2,0,11,100.9406,0.0007570000000000001,0,1,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157889,23664.9424901665,22,5,0.688,passed
99,Dofetilide,441.139212369,0.237915752806235,2,6,104.81,0,2,9,113.2743,0.0198,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522292993630573,48947.9770023894,34,3,0.381,passed
100,Pyrimethamine,248.082874143,2.7483031543333296,2,4,77.82,0,2,2,71.542,0.179,0,0,1,0.0,0.0,4.122,3.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.045,0.0,0.0,0.0,0.0,0.0,0.703703703703704,4335.9897202210905,28,1,0.14400000000000002,passed
101,Reserpine,608.273380888,3.53149594266667,1,8,117.78,0,6,10,161.4185,0.0113,1,1,1,0.0,3.335,4.3889999999999985,3.79,0.0,4.456,0.0,0.0,0.0,4.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.502,0.0,0.0,0.0,0.48993288590604,485.157199589225,14,1,0.732,passed
102,Ticlopidine,263.05354785,4.1959302560000005,0,1,3.24,0,3,2,74.328,0.0219,0,0,0,4.624,0.0,4.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47766439909297104,0.0,2,1,0.478,passed
104,Adapalene,412.20384476199996,6.458501423666671,1,3,46.53,0,6,4,122.0719,4.01e-06,1,1,1,4.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.102,4.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383,3.589,0.0,0.0,0.0,0.0,0.0,0.0,0.6,113800.697489801,1014,6,0.557,passed
105,Midodrine,254.126657074,-0.9519464609999999,3,5,93.81,0,1,6,66.2238,4.45,0,1,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,11762.5826278582,22,2,0.363,passed
106,Remikiren,630.345106042,2.36804285533333,5,7,161.48,0,4,16,169.5993,0.0213,1,1,1,3.666,0.0,0.0,0.0,0.0,3.178,0.0,3.299,3.489,0.0,0.0,4.018,0.0,0.0,0.0,0.0,0.0,3.411,4.488,0.0,0.0,0.0,4.492,0.0,0.0,0.0,0.0,0.44,4185.45635044364,14,1,0.81,failed
108,Torasemide,348.125611216,1.86390359485699,3,5,100.19,0,2,4,91.8931,0.0596,0,0,1,0.0,0.0,3.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495283018867925,250.334405157538,4,1,0.218,passed
109,Citalopram,324.163791509,3.76430420633333,0,3,36.26,0,3,5,94.0202,0.00588,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,1367.07419177147,20,4,0.157,passed
110,Bethanidine,177.126597495,1.2665289659999999,2,3,36.42,0,1,2,54.5024,1.58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,2815.5179925905604,20,4,0.47100000000000003,passed
112,Isoetharine,239.152143543,1.04748006077893,4,4,72.72,0,1,5,67.3405,3.18,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,7444.691403305891,28,1,0.431,passed
113,Glimepiride,490.22499090800005,3.12053447266667,3,5,124.68,0,3,6,129.8042,0.0384,0,1,1,0.0,0.0,4.606,0.0,0.0,0.0,0.0,0.0,4.517,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513761467889908,9525.18525247655,14,3,0.425,passed
114,Diflorasone,410.19048041599996,1.34185038666667,3,5,94.83,0,4,2,102.3163,0.0853,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,2,0.435,passed
115,Guanadrel,213.14772686700002,0.623413730666666,2,5,82.86,0,2,2,56.5388,1.93,0,0,1,0.0,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,4.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37984496124031,82.108373661589,4,1,0.501,passed
116,Enflurane,183.971433418,2.7992093016666697,0,1,9.23,0,0,3,23.0654,3.9,0,1,0,0.0,0.0,4.75,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285711,22183.965160287098,48,23,0.518,passed
117,Temazepam,300.066555377,2.78734688033333,1,3,52.9,0,3,1,81.0103,0.0534,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561151079136691,93335.0377589151,584,2,0.435,passed
118,Methyclothiazide,358.956802649,0.5283252613333329,2,5,109.57,0,2,2,77.2777,0.8240000000000001,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5473684210526321,27332.2638012188,26,2,0.435,failed
120,Milrinone,211.074561925,0.329019383666667,1,3,65.78,0,2,1,61.1381,0.209,0,0,1,4.496,0.0,0.0,0.0,0.0,4.582,0.0,0.0,4.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356,0.0,0.0,0.0,0.0,0.0,0.45092024539877296,0.0,4,1,0.23399999999999999,passed
121,Alclometasone,408.170351745,1.68378980966667,3,5,94.83,0,4,2,107.6084,0.13699999999999998,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.391,passed
122,Mesalazine,153.042593095,-0.289782405633204,3,4,83.55,0,1,1,39.9955,12.2,0,1,1,3.089,0.0,3.048,0.0,4.824,3.381,0.0,0.0,4.666,0.0,0.0,3.239,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,3.4930000000000003,0.0,0.0,0.0,0.0,0.0,0.5212765957446811,129055.52737062301,332,2,0.435,passed
123,Benzatropine,307.193614427,4.18540047333333,0,2,12.47,0,4,4,94.2404000000001,0.00121,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438271604938272,1128.50469871051,16,2,0.435,passed
124,Ziprasidone,412.112459711,4.30404645866667,1,4,48.47,0,5,4,116.7248,0.00718,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,25,0.469,passed
125,Methysergide,353.210327123,1.81689444633333,2,3,57.5,0,4,4,104.4726,0.22399999999999998,0,0,1,0.0,0.0,4.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,29748.1104816449,30,5,0.244,passed
126,Cabergoline,451.294725453,2.578516268,2,4,71.68,0,4,8,133.5029,0.064,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,15,0.39399999999999996,passed
127,Phenytoin,252.089877638,2.14792038066667,2,2,58.2,0,3,2,70.1823,0.0711,0,0,1,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452054794520548,8902.61659339364,28,2,0.435,passed
128,Medrysone,344.23514489,3.1268587,1,3,54.37,0,4,1,98.8464,0.0337,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,2,0.435,passed
129,Diethylstilbestrol,268.146329884,5.193882748,2,2,40.46,0,2,4,83.2406,0.0109,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,3.107,0.0,0.432835820895522,1307522.3643883,656,2,0.435,passed
130,Clotrimazole,344.10802626099996,5.839451670666669,0,1,17.82,0,4,4,103.7645,0.00147,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,3.107,0.0,0.5714285714285711,5.66045598313133,4,1,0.552,passed
131,Anagrelide,254.996617275,1.94393082,1,3,44.7,0,3,0,63.2506,0.27899999999999997,0,0,1,4.496,0.0,0.0,0.0,0.0,4.582,0.0,0.0,4.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356,0.0,0.0,0.0,0.0,0.0,0.45092024539877296,0.0,4,2,0.435,passed
132,Carmustine,213.007181961,1.0226562823333298,1,2,61.77,0,0,5,46.9797,1.53,0,0,1,4.612,0.0,3.209,0.0,0.0,0.0,0.0,0.0,3.0980000000000003,4.533,0.0,3.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.654,0.0,0.0,0.0,0.0,0.0,0.6019417475728149,22304.0,4,1,0.5760000000000001,passed
133,Dicoumarol,336.063388116,-1.5927893718444899,2,4,93.06,0,4,2,89.1928,0.0662,0,1,1,0.0,0.0,4.7010000000000005,0.0,0.0,0.0,0.0,4.336,0.0,4.455,0.0,4.5360000000000005,0.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,0.0,0.0,0.0,0.534883720930233,155.821005220238,20,3,0.531,passed
134,Isradipine,371.148120797,1.99891575866667,1,5,103.55,0,3,6,100.0842,0.228,0,0,1,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.543539325842697,40315.942296751804,104,7,0.213,passed
136,Topiramate,339.09878734299997,0.126959734333333,1,8,115.54,0,3,3,72.30199999999999,6.8,0,0,1,0.0,0.0,4.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,27332.2638012188,28,20,0.182,passed
137,Amsacrine,393.11471217900004,3.1616212456666704,2,5,80.32,0,4,4,107.6901,0.00317,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386986301369863,48947.9770023894,80,2,0.507,passed
138,Theophylline,180.06472552,-0.769321657333333,1,3,69.3,0,2,0,44.9345,22.9,0,1,1,0.0,0.0,4.961,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506666666666667,814810.1665859079,1730,8,0.48200000000000004,passed
139,Liothyronine,650.790038137,2.7985049745109802,3,4,92.78,0,2,5,113.4255,0.0195,1,1,1,0.0,3.301,4.09,4.245,0.0,4.334,0.0,0.0,0.0,4.632,0.0,4.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.689,0.0,0.0,0.0,0.0,0.0,0.482758620689655,94034.30390058449,124,2,0.581,passed
140,Disopyramide,339.231062565,3.46843648466667,1,3,59.22,0,2,8,102.3002,0.0493,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513888888888889,48542.275547692,28,6,0.19699999999999998,passed
142,Clemastine,343.17029216599997,4.923333277,0,2,12.47,0,3,6,101.6476,0.000405,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.293,passed
143,Venlafaxine,277.204179113,2.73852270433333,1,3,32.7,0,2,5,83.0242,0.23,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438271604938272,899.3097246619529,16,3,0.102,passed
145,Amcinonide,502.236681679,3.19526362566666,1,6,99.13,0,6,4,127.8767,0.00774,1,1,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.509090909090909,256392.74781158,268,2,0.435,passed
146,Atomoxetine,255.162314299,3.8087924510000004,1,2,21.26,0,2,6,79.435,0.0039,0,0,0,0.0,0.0,4.75,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431952662721893,777.319004858412,8,2,0.157,passed
147,Bleomycin,1414.518979905,-9.71022282154261,20,28,627.07,1,6,36,344.1594,0.0282,1,1,1,4.42,0.0,3.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481707317073171,30236.3088573737,152,2,0.98,passed
148,Etomidate,244.121177766,2.4997860430000003,0,2,44.12,0,2,5,69.5923,0.47700000000000004,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,8267.84453297287,28,17,0.24100000000000002,passed
149,Dapiprazole,325.226645889,2.41587369066667,0,4,37.19,0,4,4,100.2216,0.7509999999999999,0,0,0,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546511627906977,11762.5826278582,22,3,0.42200000000000004,passed
151,Desogestrel,310.229665582,4.42064246666667,1,1,20.23,0,4,1,95.7335,0.00301,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396,0.0,3.559,0.0,0.0,0.0,3.18,0.0,3.378,3.315,4.8,0.0,0.0,0.0,0.5911111111111109,1307522.3643883,656,2,0.435,passed
152,Ibutilide,384.244663718,2.5426521951915095,2,4,69.64,0,1,13,109.1816,0.00473,0,0,1,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.7,48947.9770023894,38,10,0.517,passed
155,Pentobarbital,226.131742452,1.8932512466666698,2,3,75.27,0,1,4,58.0029,0.8640000000000001,0,0,1,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,24492.452656767597,46,2,0.435,passed
156,Acetaminophen,151.06332853700002,0.9073908616666658,2,2,49.33,0,1,1,42.9019,4.15,0,1,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.426,passed
157,Dihydroergotamine,583.279469319,2.7116222909811403,3,6,118.21,0,8,4,159.3948,0.22899999999999998,1,1,1,4.44,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666666666667,2815.5179925905604,20,4,0.565,passed
158,Amitriptyline,277.183049741,4.809534915,0,1,3.24,0,3,3,101.5072,0.0045,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546511627906977,48542.275547692,52,2,0.435,passed
159,Floxuridine,246.065199677,-1.3151611686666698,3,5,99.1,0,2,2,51.2578,40.8,0,1,1,0.0,4.445,3.32,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199,0.0,0.0,3.049,0.0,0.0,0.0,0.0,0.0,0.536585365853659,0.0,2,1,0.38799999999999996,passed
160,Fluorometholone,376.204987621,2.4208639956666698,2,4,74.6,0,4,1,100.8677,0.0166,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.263,passed
161,Nitroprusside,215.948300785,0.0712,0,6,148.38,-2,0,1,39.4351,0.0567,0,1,1,4.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477551020408163,26461.4494090436,572,1,0.435,passed
162,Ipratropium,411.14090647800003,-1.81771262047175,1,2,46.53,0,3,6,105.8974,0.000701,0,1,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23841059602649,23664.9424901665,22,2,0.435,passed
163,Methadone,309.209264491,5.00717163533333,0,2,20.31,0,2,7,97.2689,0.0059,1,0,0,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157889,11098.772774318999,40,4,0.23399999999999999,passed
